BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
199507,26,1445,199507,26,1445,,10340080,"OHIO",39,1995,"July","Thunderstorm Wind","C",165,"WARREN",,"26-JUL-95 14:45:00","EST","26-JUL-95 14:45:00","0","0","0","0","2K","0",,"0",,,,,"0","0",,,,,,,"Morrow",,,,,,,,,"Trees were downed.","CSV"
199507,5,2020,199507,5,2020,,10339738,"OHIO",39,1995,"July","Thunderstorm Wind","C",169,"WAYNE",,"05-JUL-95 20:20:00","EST","05-JUL-95 20:20:00","0","0","0","0","5K","0",,"0",,,,,"0","0",,,,,,,"Countywide",,,,,,,,,"Large limbs were downed, some on power lines.","CSV"
199505,10,1815,199505,10,1815,,10356301,"VIRGINIA",51,1995,"May","Hail","C",171,"SHENANDOAH",,"10-MAY-95 18:15:00","EST","10-MAY-95 18:15:00","0","0","0","0","0","0",,"1.00",,,,,"0","0",,,,,,,"SW portion",,,,,,,,,"Nickel- to quarter-size hail fell in southwestern Shenandoah County.","CSV"
199507,25,2256,199507,25,2256,,10342851,"OKLAHOMA",40,1995,"July","Hail","C",37,"CREEK",,"25-JUL-95 22:56:00","CST","25-JUL-95 22:56:00","0","0","0","0","0","0",,".88",,,,,"0","0",,,,,,"W","Depew",,,,,,,,,"","CSV"
199507,8,2105,199507,8,2105,,10342475,"OKLAHOMA",40,1995,"July","Thunderstorm Wind","C",71,"KAY",,"08-JUL-95 21:05:00","CST","08-JUL-95 21:05:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,,,"Blackwell",,,,,,,,,"Evening severe thunderstorms in Kay County downed four-inch limbs four miles east of Newkirk and in Blackwell.","CSV"
199507,25,2040,199507,25,2040,,10342476,"OKLAHOMA",40,1995,"July","Thunderstorm Wind","C",71,"KAY",,"25-JUL-95 20:40:00","CST","25-JUL-95 20:40:00","0","0","0","0","0","0",,"52",,,,,"0","0",,,,,,,"Sumpter",,,,,,,,,"","CSV"
199507,25,2056,199507,25,2056,,10342477,"OKLAHOMA",40,1995,"July","Thunderstorm Wind","C",71,"KAY",,"25-JUL-95 20:56:00","CST","25-JUL-95 20:56:00","0","0","0","0","5K","0",,"0",,,,,"0","0",,,,,,,"Ponca City",,,,,,,,,"","CSV"
199506,11,200,199506,11,200,,10351136,"TEXAS",48,1995,"June","Thunderstorm Wind","C",185,"GRIMES",,"11-JUN-95 02:00:00","CST","11-JUN-95 02:00:00","0","0","0","0","1K","0",,"0",,,,,"0","0",,,,,,,"Navasota",,,,,,,,,"Trees blown down southeast of Navasota.","CSV"
199512,18,335,199512,18,335,,10351137,"TEXAS",48,1995,"December","Hail","C",185,"GRIMES",,"18-DEC-95 03:35:00","CST","18-DEC-95 03:35:00","0","0","0","0","10K","0",,"1.50",,,,,"0","0",,,,,,,"Anderson",,,,,,,,,"","CSV"
199506,20,1342,199506,20,1342,,10338034,"NORTH DAKOTA",38,1995,"June","Tornado","C",49,"MCHENRY",,"20-JUN-95 13:42:00","CST","20-JUN-95 13:42:00","0","0","0","0","0","0",,"0",,,,"F0",".3","20",,,,,,"N","Norwich",,,,"48.27","-100.98",,,,"","CSV"
199507,12,15,199507,12,15,,10338035,"NORTH DAKOTA",38,1995,"July","Thunderstorm Wind","C",49,"MCHENRY",,"12-JUL-95 00:15:00","CST","12-JUL-95 00:15:00","0","0","0","0","0","0",,"62",,,,,"0","0",,,,,,,,,"S","Velva",,,,,,"","CSV"
199507,12,2010,199507,12,2010,,10338038,"NORTH DAKOTA",38,1995,"July","Thunderstorm Wind","C",89,"STARK",,"12-JUL-95 20:10:00","CST","12-JUL-95 20:10:00","0","0","0","0","0","0",,"55",,,,,"0","0",,,,,,,"Dickinson",,,,,,,,,"","CSV"
199507,12,2025,199507,12,2025,,10338039,"NORTH DAKOTA",38,1995,"July","Thunderstorm Wind","C",89,"STARK",,"12-JUL-95 20:25:00","CST","12-JUL-95 20:25:00","0","0","0","0","0","0",,"58",,,,,"0","0",,,,,,"NW","Taylor",,,,,,,,,"","CSV"
199507,12,2035,199507,12,2035,,10338040,"NORTH DAKOTA",38,1995,"July","Thunderstorm Wind","C",89,"STARK",,"12-JUL-95 20:35:00","CST","12-JUL-95 20:35:00","0","0","0","0","0","0",,"60",,,,,"0","0",,,,,,,"Richardton",,,,,,,,,"","CSV"
199507,26,2130,199507,26,2130,,10338041,"NORTH DAKOTA",38,1995,"July","Thunderstorm Wind","C",89,"STARK",,"26-JUL-95 21:30:00","CST","26-JUL-95 21:30:00","0","0","0","0","0","0",,"60",,,,,"0","0",,,,,,,"Belfield",,,,,,,,,"","CSV"
199507,26,2215,199507,26,2215,,10338042,"NORTH DAKOTA",38,1995,"July","Thunderstorm Wind","C",89,"STARK",,"26-JUL-95 22:15:00","CST","26-JUL-95 22:15:00","0","0","0","0","0","0",,"66",,,,,"0","0",,,,,,,"Taylor",,,,,,,,,"Numerous trees and power lines down. Extensive damage done to buildings.","CSV"
199505,25,1600,199505,25,1600,,10356199,"WEST VIRGINIA",54,1995,"May","Thunderstorm Wind","C",3,"BERKELEY",,"25-MAY-95 16:00:00","EST","25-MAY-95 16:00:00","0","0","0","0","40K","0",,"1",,,,,"0","0",,,,,,,"Martinsburg",,,,,,,,,"Three-quarter-inch hail was reported, and several trees and power lines were knocked down in Martinsburg.  Thunderstorm winds, as high as 70 mph, blew down trees and power lines, and knocked the skirting from several mobile homes in Baker Heights.  Another home six miles south of Martinsburg sustained $25 thousand in damage.  Potomac Edison reported 3000 customers without power during the peak of the storm.","CSV"
199504,19,2129,199504,19,2129,,10354732,"TEXAS",48,1995,"April","Hail","C",309,"MCLENNAN",,"19-APR-95 21:29:00","CST","19-APR-95 21:29:00","0","0","0","0","0","0",,".88",,,,,"0","0",,,,,,"W","Crawford",,,,,,,,,"","CSV"
199504,20,735,199504,20,735,,10354733,"TEXAS",48,1995,"April","Hail","C",309,"MCLENNAN",,"20-APR-95 07:35:00","CST","20-APR-95 07:35:00","0","0","0","0","0","0",,"1.00",,,,,"0","0",,,,,,,"Bellmead",,,,,,,,,"","CSV"
199505,14,1914,199505,14,1914,,10355929,"TEXAS",48,1995,"May","Tornado","C",451,"TOM GREEN",,"14-MAY-95 19:14:00","CST","14-MAY-95 19:14:00","0","0","0","0","150K","0",,"0",,,,"F1",".4","50",,,,,,"W","Mereta",,,,"31.45","-100.30",,,,"","CSV"
199505,14,1920,199505,14,1920,,10355930,"TEXAS",48,1995,"May","Hail","C",451,"TOM GREEN",,"14-MAY-95 19:20:00","CST","14-MAY-95 19:20:00","1","0","0","0","10K","0",,"2.75",,,,,"0","0",,,,,,"W","Eola",,,,,,,,,"","CSV"
199505,14,1927,199505,14,1927,,10355931,"TEXAS",48,1995,"May","Hail","C",451,"TOM GREEN",,"14-MAY-95 19:27:00","CST","14-MAY-95 19:27:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,"Vancourt",,,,,,,,,"","CSV"
199505,14,1927,199505,14,1927,,10355932,"TEXAS",48,1995,"May","Thunderstorm Wind","C",451,"TOM GREEN",,"14-MAY-95 19:27:00","CST","14-MAY-95 19:27:00","0","0","0","0","0","0",,"60",,,,,"0","0",,,,,,,"Vancourt",,,,,,,,,"","CSV"
199505,14,2010,199505,14,2010,,10355933,"TEXAS",48,1995,"May","Hail","C",451,"TOM GREEN",,"14-MAY-95 20:10:00","CST","14-MAY-95 20:10:00","0","0","0","0","15K","0",,"2.75",,,,,"0","0",,,,,,"E","Vancourt",,,,,,,,,"","CSV"
199506,11,420,199506,11,420,,10355934,"TEXAS",48,1995,"June","Thunderstorm Wind","C",0,"TXZ511",,"11-JUN-95 04:20:00","CST","11-JUN-95 04:20:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,,,,,,,,,,,,"Platform 296 reported winds gusting to 50 knots.","CSV"
199507,4,540,199507,4,540,,10355935,"TEXAS",48,1995,"July","Thunderstorm Wind","C",0,"TXZ511",,"04-JUL-95 05:40:00","CST","04-JUL-95 05:40:00","0","0","0","0","0","0",,"50",,,,,"0","0",,,,,,,,,,,,,,,,"Platform 296 reported winds gusting to 50 knots.","CSV"
199507,29,200,199507,29,200,,10355936,"TEXAS",48,1995,"July","Thunderstorm Wind","C",0,"TXZ511",,"29-JUL-95 02:00:00","CST","29-JUL-95 02:00:00","0","0","0","0","0","0",,"52",,,,,"0","0",,,,,,,,,,,,,,,,"Coast Guard reported 60 mph winds 55 miles south of High Island.","CSV"
199509,5,1250,199509,5,1250,,10355937,"TEXAS",48,1995,"September","Hail","C",0,"TXZ511",,"05-SEP-95 12:50:00","CST","05-SEP-95 12:50:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,,,,,,,,,,"Three-quartes inch hail reported just off Crystal Beach.","CSV"
199511,2,2305,199511,2,2305,,10355938,"TEXAS",48,1995,"November","Thunderstorm Wind","C",0,"TXZ513",,"02-NOV-95 23:05:00","CST","02-NOV-95 23:05:00","0","0","0","0","0","0",,"45",,,,,"0","0",,,,,,,,,,,,,,,,"Tugboat operator reported 45 knot winds.","CSV"
199503,8,210,199503,8,210,,10354388,"TEXAS",48,1995,"March","Thunderstorm Wind","C",285,"LAVACA",,"08-MAR-95 02:10:00","CST","08-MAR-95 02:10:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,,,"Countywide",,,,,,,,,"Numerous large tree limbs over six inches in diameter were knocked down across the county.  Some trees were uprooted as well.","CSV"
199504,4,755,199504,4,755,,10354389,"TEXAS",48,1995,"April","Hail","C",285,"LAVACA",,"04-APR-95 07:55:00","CDT","04-APR-95 07:55:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,"Countywide",,,,,,,,,"Repeated rainfall across the county for over two hours resulted in near four inches of rain and brief flash flooding.  Several highways were reported under water until early afternoon.","CSV"
199504,4,905,199504,4,905,,10354390,"TEXAS",48,1995,"April","Tornado","C",285,"LAVACA",,"04-APR-95 09:05:00","CDT","04-APR-95 09:05:00","0","0","0","0","0","0",,"0",,,,,".1","10",,,,,,,"SW Port O'Connor",,,,,,,,,"Repeated rainfall across the county for over two hours resulted in near four inches of rain and brief flash flooding.  Several highways were reported under water until early afternoon.","CSV"
199506,9,1830,199506,9,1830,,10353550,"TEXAS",48,1995,"June","Hail","C",371,"PECOS",,"09-JUN-95 18:30:00","CST","09-JUN-95 18:30:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,"SW","Ft Stockton",,,,,,,,,"Report of first storm came from a local rancher.  Second storm was a heatburst from a collapsing thunderstorm.  Reports said that temperature surged from the mid 70s to the lower 90s.  Damage to a mobile home park was extensive with two to three mobile homes destroyed and numerous trees and powerlines down.  About half of the city's power was knocked out.","CSV"
199507,13,2125,199507,13,2125,,10346145,"SOUTH DAKOTA",46,1995,"July","Thunderstorm Wind","C",117,"STANLEY",,"13-JUL-95 21:25:00","CST","13-JUL-95 21:25:00","0","0","0","0","0","0",,"65",,,,,"0","0",,,,,,"E","Hayes",,,,,,,,,"","CSV"
199507,13,2133,199507,13,2133,,10346146,"SOUTH DAKOTA",46,1995,"July","Thunderstorm Wind","C",117,"STANLEY",,"13-JUL-95 21:33:00","CST","13-JUL-95 21:33:00","1","0","0","0","40K","0",,"70",,,,,"0","0",,,,,,"NW","Pierre",,,,,,,,,"Eighty mph winds destroyed two mobile homes parked in the Chantier Heights Development 15 miles northwest of Pierre on South Dakota Highway 1806.  A 77-year-old woman was injured when her mobile home parked on a bluff overlooking Lake Oahe partially rolled down the bluff, toward the lake.  The woman received, minor injuries.","CSV"
199507,6,1710,199507,6,1710,,10336485,"NEW YORK",36,1995,"July","Thunderstorm Wind","C",49,"LEWIS",,"06-JUL-95 17:10:00","EST","06-JUL-95 17:10:00","0","0","0","0","5K","0",,"0",,,,,"0","0",,,,,,,"Martinsburg",,,,,,,,,"Severe thunderstorms moved across the area ahead of a cold front. There were numerous reports of downed trees and wires and power outages. In Horseheads, Chemung County, the storms toppled a 200-year old poplar tree that was 14-foot in diameter. A man was injured by a falling tree limb in Liverpool, Onondaga County In Oaks Corners, Ontario County a downed tree damaged a deck, kitchen, garage and dining room of a house. Torrential rains of the storm resulted in localized urban flooding.","CSV"
199507,15,400,199507,15,400,,10336486,"NEW YORK",36,1995,"July","Thunderstorm Wind","C",49,"LEWIS",,"15-JUL-95 04:00:00","EST","15-JUL-95 04:00:00","0","0","0","0","20K","0",,"0",,,,,"0","0",,,,,,,"Lowville",,,"Countywide",,,,,,"","CSV"
199507,15,430,199507,15,430,,10336487,"NEW YORK",36,1995,"July","Thunderstorm Wind","C",49,"LEWIS",,"15-JUL-95 04:30:00","EST","15-JUL-95 04:30:00","0","0","0","0","15M","0",,"0",,,,,"0","0",,,,,,,,,,,,,,,,"","CSV"
199507,28,2355,199507,28,2355,,10336488,"NEW YORK",36,1995,"July","Thunderstorm Wind","C",49,"LEWIS",,"28-JUL-95 23:55:00","EST","28-JUL-95 23:55:00","0","0","0","0","5K","0",,"0",,,,,"0","0",,,,,,,"Castorland",,,,,,,,,"Thunderstorms developed during the afternoon and evening hours producing damaging winds and small hail. The thunderstorm winds downed trees and power lines resulting in scattered power outages.","CSV"
199507,15,500,199507,15,500,,10336493,"NEW YORK",36,1995,"July","Thunderstorm Wind","C",43,"HERKIMER",,"15-JUL-95 05:00:00","EST","15-JUL-95 05:00:00","0","0","0","0","50K","0",,"0",,,,,"0","0",,,,,,,"Little Falls",,,,,,,,,"","CSV"
199505,28,2125,199505,28,2125,,10337241,"OHIO",39,1995,"May","Thunderstorm Wind","C",11,"AUGLAIZE",,"28-MAY-95 21:25:00","EST","28-MAY-95 21:25:00","0","0","0","0","3K","0",,"0",,,,,"0","0",,,,,,,"Northwest part",,,"of county",,,,,,"Several large trees downed.","CSV"
199505,28,2215,199505,28,2215,,10337242,"OHIO",39,1995,"May","Thunderstorm Wind","C",11,"AUGLAIZE",,"28-MAY-95 22:15:00","EST","28-MAY-95 22:15:00","0","0","0","0","3K","0",,"0",,,,,"0","0",,,,,,"S","Wapakoneta",,,,,,,,,"Two large trees were uprooted.","CSV"
199506,7,2010,199506,7,2010,,10337243,"OHIO",39,1995,"June","Hail","C",11,"AUGLAIZE",,"07-JUN-95 20:10:00","EST","07-JUN-95 20:10:00","0","0","0","0","0","0",,"1.00",,,,,"0","0",,,,,,,,,,,,,,,,"","CSV"
199507,26,815,199507,26,815,,10354921,"VERMONT",50,1995,"July","Thunderstorm Wind","C",1,"ADDISON",,"26-JUL-95 08:15:00","EST","26-JUL-95 08:15:00","0","0","0","0","1K","0",,"0",,,,,"0","0",,,,,,,"Ripton",,,,,,,,,"","CSV"
199507,26,940,199507,26,940,,10354922,"VERMONT",50,1995,"July","Thunderstorm Wind","C",1,"ADDISON",,"26-JUL-95 09:40:00","EST","26-JUL-95 09:40:00","0","0","0","0","1K","0",,"0",,,,,"0","0",,,,,,,"Hancock",,,,,,,,,"","CSV"
199504,20,735,199504,20,735,,10354734,"TEXAS",48,1995,"April","Hail","C",309,"MCLENNAN",,"20-APR-95 07:35:00","CST","20-APR-95 07:35:00","0","0","0","0","0","0",,"1.00",,,,,"0","0",,,,,,"NE","Bellmead",,,,,,,,,"","CSV"
199504,20,742,199504,20,742,,10354735,"TEXAS",48,1995,"April","Hail","C",309,"MCLENNAN",,"20-APR-95 07:42:00","CST","20-APR-95 07:42:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,"McGregor",,,,,,,,,"","CSV"
199504,22,1640,199504,22,1640,,10354736,"TEXAS",48,1995,"April","Hail","C",309,"MCLENNAN",,"22-APR-95 16:40:00","CST","22-APR-95 16:40:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,"E","Crawford",,,,,,,,,"A car was flooded by high water on Valley Mill Road in Waco.  Several bridges were washed out on the north side of Waco.","CSV"
199504,22,1706,199504,22,1706,,10354737,"TEXAS",48,1995,"April","Hail","C",309,"MCLENNAN",,"22-APR-95 17:06:00","CST","22-APR-95 17:06:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,"Waco",,,,,,,,,"A car was flooded by high water on Valley Mill Road in Waco.  Several bridges were washed out on the north side of Waco.","CSV"
199504,22,1714,199504,22,1714,,10354738,"TEXAS",48,1995,"April","Hail","C",309,"MCLENNAN",,"22-APR-95 17:14:00","CST","22-APR-95 17:14:00","0","0","0","0","0","0",,".88",,,,,"0","0",,,,,,,"Waco",,,,,,,,,"A car was flooded by high water on Valley Mill Road in Waco.  Several bridges were washed out on the north side of Waco.","CSV"
199505,5,2150,199505,5,2150,,10354739,"TEXAS",48,1995,"May","Hail","C",309,"MCLENNAN",,"05-MAY-95 21:50:00","CST","05-MAY-95 21:50:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,"Lorena",,,,,,,,,"","CSV"
199505,28,2150,199505,28,2150,,10354740,"TEXAS",48,1995,"May","Hail","C",309,"MCLENNAN",,"28-MAY-95 21:50:00","CST","28-MAY-95 21:50:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,"Mt. Calm",,,,,,,,,"A fence and large tree limbs were blown down by high winds.","CSV"
199505,28,2247,199505,28,2247,,10354741,"TEXAS",48,1995,"May","Thunderstorm Wind","C",309,"MCLENNAN",,"28-MAY-95 22:47:00","CST","28-MAY-95 22:47:00","0","0","0","0","1K","0",,"0",,,,,"0","0",,,,,,,"Bellmead",,,,,,,,,"A fence and large tree limbs were blown down by high winds.","CSV"
199505,31,1615,199505,31,1615,,10354742,"TEXAS",48,1995,"May","Hail","C",309,"MCLENNAN",,"31-MAY-95 16:15:00","CST","31-MAY-95 16:15:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,"Kaufman",,,,,,,,,"Softball-size hail fell at TSTI.","CSV"
199506,23,1603,199506,23,1603,,10353559,"TEXAS",48,1995,"June","Hail","C",371,"PECOS",,"23-JUN-95 16:03:00","CST","23-JUN-95 16:03:00","0","0","0","0","2.5M","0",,"2.75",,,,,"0","0",,,,,,,"Fort Stockton",,,,,,,,,"An isolated thunderstorm produced up to baseball-size hail.  The public reported golf ball-size hail covering the ground, as well as estimated winds of 85 mph.  The downtown area was hit hard, along with residences on the south side of town.  Many windows were broken out of cars and residences, and a roof of a downtown business collapsed.  Trees up to 30 inches in diameter were also reported toppled by the storm.","CSV"
199506,25,750,199506,25,750,,10353560,"TEXAS",48,1995,"June","Thunderstorm Wind","C",371,"PECOS",,"25-JUN-95 07:50:00","CST","25-JUN-95 07:50:00","0","0","0","0","0","0",,"52",,,,,"0","0",,,,,,,"Imperial",,,,,,,,,"Reported by the sheriff's office.","CSV"
199506,25,844,199506,25,844,,10353561,"TEXAS",48,1995,"June","Thunderstorm Wind","C",371,"PECOS",,"25-JUN-95 08:44:00","CST","25-JUN-95 08:44:00","0","0","0","0","0","0",,"52",,,,,"0","0",,,,,,,"Bakersfield",,,,,,,,,"Lasted for six minutes.","CSV"
199503,26,1445,199503,26,1445,,10353571,"TEXAS",48,1995,"March","Hail","C",387,"RED RIVER",,"26-MAR-95 14:45:00","CST","26-MAR-95 14:45:00","0","0","0","0","0","0",,".88",,,,,"0","0",,,,,,"N","Detroit",,,,,,,,,"","CSV"
199504,17,2345,199504,17,2345,,10353572,"TEXAS",48,1995,"April","Thunderstorm Wind","C",387,"RED RIVER",,"17-APR-95 23:45:00","CST","17-APR-95 23:45:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,,,"Annona",,,,,,,,,"Trees were blown down by high winds.","CSV"
199504,19,1700,199504,19,1700,,10353573,"TEXAS",48,1995,"April","Hail","C",387,"RED RIVER",,"19-APR-95 17:00:00","CST","19-APR-95 17:00:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,"Johntown",,,,,,,,,"","CSV"
199504,22,1500,199504,22,1500,,10353574,"TEXAS",48,1995,"April","Hail","C",387,"RED RIVER",,"22-APR-95 15:00:00","CST","22-APR-95 15:00:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,"Bogata",,,,,,,,,"","CSV"
199504,22,1510,199504,22,1510,,10353575,"TEXAS",48,1995,"April","Hail","C",387,"RED RIVER",,"22-APR-95 15:10:00","CST","22-APR-95 15:10:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,,,"Detroit",,,,,,,,,"","CSV"
199504,22,1510,199504,22,1510,,10353576,"TEXAS",48,1995,"April","Hail","C",387,"RED RIVER",,"22-APR-95 15:10:00","CST","22-APR-95 15:10:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,,"W","Clarksville",,,,,,,,,"","CSV"
199504,22,1750,199504,22,1750,,10353577,"TEXAS",48,1995,"April","Hail","C",387,"RED RIVER",,"22-APR-95 17:50:00","CST","22-APR-95 17:50:00","0","0","0","0","0","0",,".88",,,,,"0","0",,,,,,,"Clarksville",,,,,,,,,"","CSV"
199505,1,0,199505,1,0,,10353578,"TEXAS",48,1995,"May","Hail","C",387,"RED RIVER",,"01-MAY-95 00:00:00","CST","01-MAY-95 00:00:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,"Bogata",,,,,,,,,"","CSV"
199505,28,2305,199505,28,2305,,10340564,"OHIO",39,1995,"May","Thunderstorm Wind","C",85,"LAKE",,"28-MAY-95 23:05:00","EST","28-MAY-95 23:05:00","0","0","0","0","10K","0",,"0",,,,,"0","0",,,,,,,,,,,,,,,,"Countywide,Trees were downed in several locations, some on power lines.","CSV"
199507,13,1855,199507,13,1855,,10340565,"OHIO",39,1995,"July","Thunderstorm Wind","C",85,"LAKE",,"13-JUL-95 18:55:00","EST","13-JUL-95 18:55:00","0","0","0","0","200K","0",,"0",,,,,"0","0",,,,,,,"Countywide",,,,,,,,,"","CSV"
199507,15,1900,199507,15,1900,,10340566,"OHIO",39,1995,"July","Thunderstorm Wind","C",85,"LAKE",,"15-JUL-95 19:00:00","EST","15-JUL-95 19:00:00","0","0","0","0","5","0",,"0",,,,,"0","0",,,,,,,"Countywide",,,,,,,,,"Trees and limbs were downed, some on power lines.","CSV"
199507,15,1924,199507,15,1924,,10340567,"OHIO",39,1995,"July","Thunderstorm Wind","C",85,"LAKE",,"15-JUL-95 19:24:00","EST","15-JUL-95 19:24:00","0","0","0","0","3K","0",,"0",,,,,"0","0",,,,,,,"Wickliffe",,,,,,,,,"Winds were reported at 60 mph and trees were downed.","CSV"
199508,13,1955,199508,13,1955,,10340568,"OHIO",39,1995,"August","Thunderstorm Wind","C",85,"LAKE",,"13-AUG-95 19:55:00","EST","13-AUG-95 19:55:00","0","0","0","0","90K","0",,"0",,,,,"0","0",,,,,,,"Countywide",,,,,,,,,"Numerous trees were downed, some on power lines. A large building in Fairport Harbor that was used to store boats suffered significant damage as a large portion of the metal walls were peeled off.","CSV"
199505,10,1815,199505,10,1815,,10340576,"OHIO",39,1995,"May","Thunderstorm Wind","C",87,"LAWRENCE",,"10-MAY-95 18:15:00","EST","10-MAY-95 18:15:00","0","0","0","0","10K","0",,"0",,,,,"0","0",,,,,,,"Ironton",,,,,,,,,"","CSV"
199506,6,1519,199506,6,1519,,10357868,"WISCONSIN",55,1995,"June","Thunderstorm Wind","C",39,"FOND DU LAC",,"06-JUN-95 15:19:00","CST","06-JUN-95 15:19:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,,,"Waupan",,,,,,,,,"","CSV"
199506,6,1545,199506,6,1545,,10357869,"WISCONSIN",55,1995,"June","Thunderstorm Wind","C",39,"FOND DU LAC",,"06-JUN-95 15:45:00","CST","06-JUN-95 15:45:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,,,"Fond du Lac",,,,,,,,,"","CSV"
199507,27,2245,199507,27,2245,,10358499,"NEW JERSEY",34,1995,"July","Hail","C",21,"MERCER",,"27-JUL-95 22:45:00","EST","27-JUL-95 22:45:00","0","0","0","0","0","0",,".00",,,,,"0","0",,,,,,,"Hopewell",,,,,,,,,"A severe thunderstorm inflicted considerable damage onto Hopewell Borough.  Numerous trees were uprooted.  The ""strewn"" trees caused considerable damage to cars and homes.  At least a dozen cars were totaled.  About 22,000 Jersey Central Power and Light Customers lost power.","CSV"
199507,26,1418,199507,26,1435,,10358501,"OHIO",39,1995,"July","Hail","C",23,"CLARK",,"26-JUL-95 14:18:00","EST","26-JUL-95 14:35:00","0","0","0","0","0","4K",,".00",,,,,"0","0",,,,,,,"Countywide",,,,,,,,,"Trees were downed in several locations.  Three miles south of Springfield, winds were measured at 65 mph.  60 mph winds were also measured at Charleston.  Golf ball-size hail damaged crops.","CSV"
199507,15,1424,199507,15,1455,,10358502,"OHIO",39,1995,"July","Hail","C",21,"CHAMPAIGN",,"15-JUL-95 14:24:00","EST","15-JUL-95 14:55:00","0","0","0","0","0K","0",,".00",,,,,"0","0",,,,,,,"Carysville and",,,"Mechanicsburg",,,,,,"Several trees and power lines were downed in Carysville.  One tree fell onto a house, causing some damage.  Three-quarters inch hail fell at Mechanicsburg.","CSV"
199506,26,2325,199506,26,2340,,10358503,"OHIO",39,1995,"June","Hail","C",49,"FRANKLIN",,"26-JUN-95 23:25:00","EST","26-JUN-95 23:40:00","0","0","0","0","0K","0",,".00",,,,,"0","0",,,,,,,"Countywide",,,,,,,,,"Trees were downed at several locations, and three-quarters inch hail fell at Greenlawn.","CSV"
199507,4,1746,199507,4,1754,,10358504,"OHIO",39,1995,"July","Hail","C",49,"FRANKLIN",,"04-JUL-95 17:46:00","EST","04-JUL-95 17:54:00","0","0","0","0","0K","0",,".00",,,,,"0","0",,,,,,,"North Half",,,,,,,,,"Several trees were downed, mostly in Worthington.","CSV"
199507,15,1315,199507,15,1345,,10358505,"OHIO",39,1995,"July","Hail","C",109,"MIAMI",,"15-JUL-95 13:15:00","EST","15-JUL-95 13:45:00","0","0","0","0","0K","0",,".00",,,,,"0","0",,,,,,,"Countywide",,,,,,,,,"Trees were downed in several locations, while three-quarter inch hail fell at West Milton.","CSV"
199507,26,1342,199507,26,1350,,10358506,"OHIO",39,1995,"July","Hail","C",61,"HAMILTON",,"26-JUL-95 13:42:00","EST","26-JUL-95 13:50:00","0","0","0","0","0","0",,".00",,,,,"0","0",,,,,,,"East and South",,,,,,,,,"Trees were downed in southern Cincinnati, while three-quarters inch hail was also reported.","CSV"
199507,15,1455,199507,15,1455,,10358507,"OHIO",39,1995,"July","Hail","C",69,"HENRY",,"15-JUL-95 14:55:00","EST","15-JUL-95 14:55:00","0","0","0","0","0K","0",,".00",,,,,"0","0",,,,,,"N","Napoleon",,,,,,,,,"Several trees were downed. Large hail fell but no property damage was reported from it.","CSV"
